block,pool,k,actors,omegaNorm2,gradFrac,rho,curlFrac,harmonicFrac,scalarCurlFrac,perms,vspreadWei
102628797,0x47a9..10c4,3,6.0,2639260287807824141464194888237056,0.876,0.876,0.124,0.0,0.3333,,
102628800,0x66f2..C56B,3,6.0,63347196320859404535745717328674816,0.6667,0.6667,0.3333,0.0,0.0553,,
102628810,0xbC42..Efa5,4,11.0,2345861543163535130075849053255499776,0.5004,0.5004,0.4996,0.0,0.4996,,
102628838,0x47a9..10c4,3,7.0,7153349997239294276504292390076416,0.6666,0.6666,0.3334,0.0,0.0322,,
102628840,0x559e..188B,3,4.0,221383445024962805070036992,0.7965,0.7965,0.2035,0.0,0.2,,
102628844,0x24d9..5E1B,5,5.0,4615526376204247227373417660416,0.8074,0.8074,0.1926,0.0,0.1909,,
102628859,0x8E5D..902b,5,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102628914,0x47a9..10c4,3,7.0,466707069048184523439124764426240,0.6667,0.6667,0.3333,0.0,0.0519,,
102628915,0x6fe9..4869,4,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102629001,0x030b..35D7,3,5.0,169689120907567357870248820736,0.9999,0.9999,0.0001,0.0,0.0001,,
102629005,0x23Df..0929,4,6.0,2451763919999999894618112,0.8509,0.8509,0.1491,0.0,0.5,,
102629030,0x23Df..0929,3,5.0,10683410279857435517855071073206272,1.0,1.0,0.0,0.0,0.3333,,
102629059,0x23Df..0929,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102629066,WBNB/USDT,3,5.0,244016106059964270772224,1.0,1.0,0.0,0.0,0.2093,,
102629138,0x23Df..0929,3,5.0,549571280000000028835840,1.0,1.0,0.0,0.0,0.0,,
102629175,0x47a9..10c4,3,7.0,13718574301972128780517376,0.3172,0.3172,0.6828,0.0,0.2468,,
102629223,0xEEb7..4189,5,7.0,648105502498389846130688,0.4,0.4,0.6,0.0,0.6,,
102629239,WBNB/USDT,3,6.0,1099142560000000057671680,0.6667,0.6667,0.3333,0.0,0.3333,,
102629239,WBNB/USDC,3,5.0,1686854599042520091761573888,0.512,0.512,0.488,0.0,0.488,,
102629275,0x18bB..44e3,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102629286,0x1BdC..23ca,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102629334,0x3B8e..f7C7,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102629376,WBNB/USDT,3,4.0,552717351178429714661376,0.9968,0.9968,0.0032,0.0,0.3121,,
102629438,WBNB/USDT,3,7.0,306157323640705284673896448,0.9989,0.9989,0.0011,0.0,0.0302,,
102629448,0x47a9..10c4,3,6.0,43873221026183624329411952640,0.7448,0.7448,0.2552,0.0,0.2552,,
102629461,0xd504..2D42,5,8.0,6,0.8333,0.8333,0.0,0.0,0.0,,
102629463,0x23Df..0929,3,6.0,1078261060508282582466560,1.0,1.0,0.0,0.0,0.3333,,
102629463,0x7A3e..5d8e,5,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102629463,WBNB/USDT,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102629494,0x66f2..C56B,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102629496,0x66f2..C56B,4,9.0,72587567824198543392177316167680,0.5639,0.5639,0.4361,0.0,0.4734,,
102629519,0x0f33..50fa,3,1.0,70660991099433561649297128169668608,0.6667,0.6667,0.3333,0.0,0.0563,,
102629550,WBNB/USDT,3,6.0,1193721560014127447932928,1.0,1.0,0.0,0.0,0.0,,
102629583,WBNB/USDT,3,8.0,43985964489025277151674368,0.6667,0.6667,0.3333,0.0,0.3333,,
102629592,0xd504..2D42,5,5.0,6051598287973017895043072,1.0,1.0,0.0,0.0,0.255,,
102629611,0x0f33..50fa,3,1.0,72211000806844333571544739806707712,0.6667,0.6667,0.3333,0.0,0.0135,,
102629630,0xa462..B5e9,4,4.0,19307140429602072604429016604082176,0.4999,0.4999,0.5001,0.0,0.5001,,
102629642,WBNB/USDT,3,4.0,95883271031363389269372098729476096,0.6667,0.6667,0.3333,0.0,0.0624,,
102629642,0x66f2..C56B,7,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102629662,0x47a9..10c4,3,6.0,1507427075209870863496777482371072,0.6666,0.6666,0.3334,0.0,0.0264,,
102629700,0x47a9..10c4,3,5.0,5171313937147482170761007589228544,0.6621,0.6621,0.3379,0.0,0.3379,,
102629730,0xDaf0..6C6F,3,4.0,673003525419004327886848,1.0,1.0,0.0,0.0,0.0,,
102629730,WBNB/USDT,3,4.0,673003525419004327886848,1.0,1.0,0.0,0.0,0.0,,
102629748,0x66f2..C56B,4,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102629748,WBNB/USDT,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102629779,0x66f2..C56B,5,7.0,10992540954524805625899122688,0.7959,0.7959,0.2041,0.0,0.2042,,
102629780,0x66f2..C56B,3,6.0,292860649799190138847232,0.6667,0.6667,0.3333,0.0,0.3333,,
102629808,WBNB/USDT,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102629809,0xbC42..Efa5,3,7.0,65789030005082183501399195648,0.9019,0.9019,0.0981,0.0,0.0989,,
102629834,0x8E5D..902b,3,5.0,709790680902840800301981630464,0.7002,0.7002,0.2998,0.0,0.2998,,
102629845,WBNB/USDT,3,5.0,40000000400000000,0.6667,0.6667,0.3333,0.0,0.3333,,
102629846,0xd504..2D42,5,9.0,57,0.8772,0.8772,0.1228,0.0,0.1296,,
102629849,0x922A..b7A5,4,4.0,1988802052382698999119872,0.7648,0.7648,0.2352,0.0,0.2352,,
102629870,0x767F..65B4,3,7.0,5736594307531376447509757952,0.8365,0.8365,0.1635,0.0,0.1632,,
102629880,0x0f33..50fa,3,3.0,1530045153010470656,0.9994,0.9994,0.0006,0.0,0.0006,,
102629886,0x66f2..C56B,7,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102629888,0x0f33..50fa,5,5.0,140009573545316943004797239296,0.598,0.598,0.402,0.0,0.402,,
102629893,0xf4D1..2522,3,4.0,6052068566388491537088512,1.0,1.0,0.0,0.0,0.0,,
102629922,0x0f33..50fa,3,3.0,18634995804593492281953830117048320,0.9904,0.9904,0.0096,0.0,0.0096,,
102629934,0xf4D1..2522,4,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102629978,0xeF77..e779,3,6.0,364350871600814153980182528,0.6667,0.6667,0.3333,0.0,0.6667,,
102629981,0xd504..2D42,5,10.0,5,0.6,0.6,0.2,0.0,0.4286,,
102629989,0x4a97..dd4B,3,5.0,8445579246930362935902682073792512,0.9968,0.9968,0.0032,0.0,0.0411,,
102630003,0xd504..2D42,5,5.0,1016555613641988352,0.9585,0.9585,0.0415,0.0,0.3049,,
102630015,WBNB/USDT,3,6.0,682075126704599547772928,0.9905,0.9905,0.0095,0.0,0.4338,,
102630067,0x66f2..C56B,3,6.0,41019242443200238977024,0.6667,0.6667,0.3333,0.0,0.3333,,
102630078,WBNB/USDT,3,5.0,5005632514532321910145262367128158208,1.0,1.0,0.0,0.0,0.3333,,
102630136,0x651A..85FF,5,8.0,7712006702500000351387648,0.4,0.4,0.6,0.0,0.2263,,
102630136,0x0496..2D27,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630147,0x8FA5..7C3F,3,5.0,155774920303240972746096640,0.6667,0.6667,0.3333,0.0,0.6667,,
102630150,0x8FA5..7C3F,3,7.0,109995018848984092377088,1.0,1.0,0.0,0.0,0.0,,
102630156,0x47a9..10c4,3,6.0,2129645656088537202688,0.726,0.726,0.274,0.0,0.2746,,
102630167,0x2F9f..0129,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630168,0xb481..Bf13,3,3.0,4101796459368837513803060960296960,0.9999,0.9999,0.0001,0.0,0.0001,,
102630180,0x3C7e..5856,7,11.0,15489144060865662123547557888,0.3008,0.3008,0.6992,0.0,0.8503,,
102630181,0x3C7e..5856,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630181,0x8FA5..7C3F,3,6.0,31432001957253622429888020480,0.8603,0.8603,0.1397,0.0,0.1394,,
102630183,0x1E93..2249,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630195,0x8FA5..7C3F,3,7.0,163028260041730521292603392,0.6617,0.6617,0.3383,0.0,0.3685,,
102630197,0x8FA5..7C3F,3,7.0,1626452362595880084545994752,0.7321,0.7321,0.2679,0.0,0.2679,,
102630198,0x8FA5..7C3F,3,7.0,125265330878904535556382516966326272,0.6666,0.6666,0.3334,0.0,0.3546,,
102630214,WBNB/USDT,3,7.0,16621645443215694861235650560,0.6667,0.6667,0.3333,0.0,0.3333,,
102630239,WBNB/USDT,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630240,0x8FA5..7C3F,3,6.0,28997640960748492481888256,1.0,1.0,0.0,0.0,0.0,,
102630241,0x8FA5..7C3F,4,9.0,225769799690538916125868032,0.664,0.664,0.336,0.0,0.3359,,
102630260,0xd504..2D42,3,3.0,196,0.6633,0.6633,0.3316,0.0,0.0,,
102630266,0xe985..afEd,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630268,0x1E93..2249,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630268,0xb481..Bf13,3,3.0,2794551163267070528663322624,1.0,1.0,0.0,0.0,0.3333,,
102630268,0x66f2..C56B,3,6.0,1257886289675030752133120,0.6667,0.6667,0.3333,0.0,0.3333,,
102630288,0x767F..65B4,3,5.0,19845333849907219999105342947459072,0.9998,0.9998,0.0002,0.0,0.3333,,
102630293,0x1E93..2249,6,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630293,0x3151..a6Ed,7,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630293,0xb481..Bf13,7,7.0,3372266851299762814012895795347456,0.8427,0.8427,0.1573,0.0,0.1552,,
102630294,0x66f2..C56B,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630295,0xbC42..Efa5,3,6.0,441858145314395349988671488,1.0,1.0,0.0,0.0,0.0,,
102630307,WBNB/USDT,3,5.0,500109864800000002752512,1.0,1.0,0.0,0.0,0.0,,
102630314,0x47a9..10c4,3,5.0,6566105955354439491082256384,0.6658,0.6658,0.3342,0.0,0.3326,,
102630319,0x1E93..2249,3,3.0,2115418494874651851658947985408,0.8583,0.8583,0.1417,0.0,0.142,,
102630323,0x3151..a6Ed,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630332,0xF795..fca6,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630338,0x3151..a6Ed,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630350,0x66f2..C56B,4,9.0,255881188163892684534591782912,0.5,0.5,0.5,0.0,0.5001,,
102630351,WBNB/USDT,5,9.0,8536408466954198170214596608,0.4029,0.4029,0.5971,0.0,0.6001,,
102630354,0xF795..fca6,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630358,0x1E93..2249,3,3.0,1056327262162336726572360269824,0.8708,0.8708,0.1292,0.0,0.1276,,
102630369,0x1E93..2249,3,3.0,499067876245453152798084431872,0.9609,0.9609,0.0391,0.0,0.0388,,
102630373,0xbC42..Efa5,3,8.0,2850431131137987296886784,1.0,1.0,0.0,0.0,0.0,,
102630373,0x22af..127C,3,7.0,1735077036709417480610863284599390208,0.6535,0.6535,0.3465,0.0,0.3207,,
102630374,0xbC42..Efa5,3,8.0,89914857529779806388476706816,0.7718,0.7718,0.2282,0.0,0.0,,
102630376,0xd504..2D42,5,5.0,82,0.6585,0.6585,0.3293,0.0,0.0,,
102630380,0x8E5D..902b,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630382,WBNB/USDT,4,5.0,3801243165173516452495360,0.5,0.5,0.5,0.0,0.615,,
102630383,WBNB/USDT,3,6.0,9315686746069895638008463360,0.6667,0.6667,0.3333,0.0,0.3333,,
102630383,0x1E93..2249,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630388,0x47a9..10c4,3,7.0,15186892504325098649918232724504576,0.9678,0.9678,0.0322,0.0,0.0363,,
102630396,0xfdA4..14A5,3,6.0,1650998924769872810661266369963622400,0.6687,0.6687,0.3313,0.0,0.3333,,
102630401,0x3151..a6Ed,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630402,0x47a9..10c4,3,6.0,71720465270741585749864584577024,0.6667,0.6667,0.3333,0.0,0.0605,,
102630403,0x3151..a6Ed,3,3.0,386069170539902011261166026752,0.9301,0.9301,0.0699,0.0,0.0695,,
102630422,WBNB/USDT,3,6.0,274785640000000014417920,0.6667,0.6667,0.3333,0.0,0.3333,,
102630422,0x66f2..C56B,4,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630423,WBNB/USDT,8,12.0,6262844759940069876145530140098560,0.3403,0.3403,0.6597,0.0,0.7605,,
102630423,0x66f2..C56B,3,7.0,42451611464321152829520861810655232,0.6667,0.6667,0.3333,0.0,0.3333,,
102630425,WBNB/USDT,4,10.0,198952394193275332263000670208,0.3812,0.3812,0.6188,0.0,0.6188,,
102630427,WBNB/USDT,3,7.0,49430298093025267553859958472704,0.6831,0.6831,0.3169,0.0,0.3169,,
102630435,0x8FA5..7C3F,3,6.0,101067068633432755239244110233600,0.9843,0.9843,0.0157,0.0,0.4018,,
102630439,WBNB/USDT,4,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630447,WBNB/USDT,3,6.0,1064746962895097732014276608,0.6667,0.6667,0.3333,0.0,0.3333,,
102630450,0x3151..a6Ed,5,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630475,0x8FA5..7C3F,3,6.0,285366636410669463932764160,0.9968,0.9968,0.0032,0.0,0.0728,,
102630484,WBNB/USDT,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
102630485,0x66f2..C56B,5,10.0,45559824669436320677888,0.5946,0.5946,0.4054,0.0,0.408,,
102630493,WBNB/USDT,3,6.0,7387558711560819976891576303308767232,1.0,1.0,0.0,0.0,0.3333,,
102630521,0xf4D1..2522,7,8.0,102885165628604336803151872,1.0,1.0,0.0,0.0,0.0,,
102630530,0x66f2..C56B,3,,0,n/a(commuting),n/a(commuting),0.0,0.0,,,
